content,score
Awesome app. Helps me keep track of my daily tasks and routine. I like the fun reward and punishment system in the form of an rpg game. Keep up the good work!,5
Great way to keep track of things to do on the computer and phone,5
"I didn't think this would work, but it really does help to build habits. The interface is pretty simple and easy to understand. The complexity grows over time. I'd really like a way to share to-dos with a group. Reward those for taking the initiative to take some of the teams shared tasks.",5
Super great!!,5
I seriously like it,5
Thank you this made a difference,5
"One of the best habit organisation apps and it gamifies on top, the only feature that I would really need is managing dailies in groups, like meals in group.....etc.",5
"What an adorable and inspirational app! I have actually done things I was considering putting off because I didn't want to lose too much life and thus important items I really need/like. I've even gotten my partner to download it! It also doesn't penalize you too harshly for ""falling off the wagon,"" so to speak, and not using it for some time. As in, days to YEARS. It's the perfect combination of motivational and understanding, which is the perfect recipe for success, at least for myself. 🤓",5
Really helps me to keep things organized and is a great way to keep myself on track!,5
Its great but I need to make a habit to use the app.,5
Just love it,5
"Does what it says, but unable to re-arrange the tasks to my liking via the app. Have to use the browser to do that.",5
Excellent for daily tasks and scheduling future ones,5
Life changing app. If you have any affinity to video games and want to better your life you're in the right place. This app saved me.,5
